Unique ID,Entered via,Department,Topic,Entered date
60,Web,Public Works,Alley Maintenance,7/25/17
61,Web,Public Works,Alley Maintenance,1/26/17
62,Web,Public Works,Alley Maintenance,5/24/17
63,Phone,Public Works,Alley Maintenance,3/28/17
64,Phone,Public Works,Alley Maintenance,4/17/17
65,Phone,Public Works,Alley Maintenance,6/19/17
66,Phone,Public Works,Alley Maintenance,5/1/17
67,Web,Public Works,Alley Maintenance,5/21/17
68,Phone,Public Works,Alley Maintenance,3/3/17
69,Phone,Public Works,Alley Maintenance,8/31/17
70,Phone,Public Works,Alley Maintenance,10/25/17
71,Web,Public Works,Alley Maintenance,5/4/17
72,Phone,Public Works,Alley Maintenance,10/16/17
73,Web,Public Works,Alley Maintenance,5/22/17
74,Phone,Public Works,Alley Maintenance,7/27/17
75,Web,Public Works,Alley Maintenance,6/30/17
76,Web,Public Works,Alley Maintenance,8/18/17
77,Phone,Public Works,Alley Maintenance,5/11/17
78,Phone,Public Works,Alley Maintenance,10/13/17
79,Phone,Public Works,Alley Maintenance,4/4/17
80,Web,Public Works,Alley Maintenance,6/24/17
81,Web,Public Works,Alley Maintenance,1/27/17
82,Phone,Public Works,Alley Maintenance,5/24/17
83,Phone,Public Works,Alley Maintenance,4/21/17
84,Phone,Public Works,Alley Maintenance,5/24/17
85,Phone,Public Works,Alley Maintenance,11/17/17
86,Web,Public Works,Alley Maintenance,10/20/17
87,Phone,Public Works,Alley Maintenance,5/1/17
88,Web,Public Works,Alley Maintenance,12/21/17
89,Web,Public Works,Alley Maintenance,6/6/17
90,Web,Public Works,Alley Maintenance,10/18/17
91,Phone,Public Works,Alley Maintenance,10/3/17
92,Web,Public Works,Alley Maintenance,10/16/17
93,Web,Public Works,Alley Maintenance,9/20/17
94,Web,Public Works,Alley Maintenance,5/18/17
95,Web,Public Works,Alley Maintenance,12/3/17
96,Phone,Public Works,Alley Maintenance,4/24/17
97,Phone,Public Works,Alley Maintenance,3/13/17
98,Phone,Public Works,Alley Maintenance,4/18/17
99,Web,Public Works,Alley Maintenance,10/28/17
100,Web,Public Works,Alley Maintenance,12/26/17
101,Phone,Public Works,Alley Maintenance,10/10/17
102,Web,Public Works,Alley Maintenance,8/11/17
103,Phone,Public Works,Alley Maintenance,5/15/17
104,Web,Public Works,Alley Maintenance,9/26/17
105,Phone,Public Works,Alley Maintenance,9/12/17
106,Phone,Public Works,Alley Maintenance,6/5/17
107,Web,Public Works,Alley Maintenance,4/14/17
108,Phone,Public Works,Alley Maintenance,8/14/17
109,Web,Public Works,Alley Maintenance,6/22/17
110,Web,Public Works,Alley Maintenance,10/16/17
111,Web,Public Works,Alley Maintenance,9/4/17
112,Phone,Public Works,Alley Maintenance,4/3/17
113,Phone,Public Works,Alley Maintenance,9/8/17
114,Phone,Public Works,Alley Maintenance,4/20/17
115,Web,Public Works,Alley Maintenance,7/28/17
116,Phone,Public Works,Alley Maintenance,11/16/17
117,Web,Public Works,Alley Maintenance,5/24/17
118,Web,Public Works,Alley Maintenance,4/24/17
119,Phone,Public Works,Alley Maintenance,12/5/17
120,Web,Public Works,Alley Maintenance,4/13/17
121,Phone,Public Works,Alley Maintenance,2/6/17
122,Phone,Public Works,Alley Maintenance,12/18/17
123,Web,Public Works,Alley Maintenance,5/21/17
124,Phone,Public Works,Alley Maintenance,4/10/17
125,Web,Public Works,Alley Maintenance,5/3/17
126,Web,Public Works,Alley Maintenance,7/12/17
127,Phone,Public Works,Alley Maintenance,5/31/17
128,Web,Public Works,Alley Maintenance,7/10/17
129,Android,Public Works,Alley Maintenance,8/8/17
130,Web,Public Works,Alley Maintenance,4/5/17
131,Web,Public Works,Alley Maintenance,4/1/17
132,Web,Public Works,Alley Maintenance,4/7/17
133,Web,Public Works,Alley Maintenance,7/24/17
134,Web,Public Works,Alley Maintenance,8/15/17
135,Web,Public Works,Alley Maintenance,9/30/17
136,Phone,Public Works,Alley Maintenance,5/8/17
137,Web,Public Works,Alley Maintenance,10/6/17
138,Phone,Public Works,Alley Maintenance,11/6/17
139,Phone,Public Works,Alley Maintenance,7/19/17
140,Phone,Public Works,Alley Maintenance,8/29/17
141,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
142,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
143,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
144,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
145,Phone,Public Works,Backflow Prevention - Drinking Water,12/29/17
146,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
147,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
148,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
149,Phone,Public Works,Backflow Prevention - Drinking Water,12/19/17
150,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
151,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
152,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
153,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
154,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
155,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
156,Phone,Public Works,Backflow Prevention - Drinking Water,12/26/17
157,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
158,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
159,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
160,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
161,Phone,Public Works,Backflow Prevention - Drinking Water,12/22/17
162,Phone,Public Works,Backflow Prevention - Drinking Water,12/28/17
163,Phone,Public Works,Backflow Prevention - Drinking Water,12/29/17
164,Web,Public Works,Backflow Prevention - Drinking Water,1/18/17
165,Phone,Public Works,Backflow Prevention - Drinking Water,10/17/17
166,Phone,Public Works,Backflow Prevention - Drinking Water,12/21/17
167,Phone,Public Works,Backflow Prevention - Drinking Water,3/24/17
168,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
169,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
170,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
171,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
172,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
173,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
174,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
175,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
176,Phone,Public Works,Backflow Prevention - Drinking Water,11/24/17
177,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
178,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
179,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
180,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
181,Phone,Public Works,Backflow Prevention - Drinking Water,10/30/17
182,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
183,Phone,Public Works,Backflow Prevention - Drinking Water,12/22/17
184,Phone,Public Works,Backflow Prevention - Drinking Water,12/28/17
185,Phone,Public Works,Backflow Prevention - Drinking Water,12/21/17
186,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
187,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
188,Phone,Public Works,Backflow Prevention - Drinking Water,12/19/17
189,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
190,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
191,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
192,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
193,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
194,Phone,Public Works,Backflow Prevention - Drinking Water,11/2/17
195,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
196,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
197,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
198,Phone,Public Works,Backflow Prevention - Drinking Water,10/30/17
199,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
200,Phone,Public Works,Backflow Prevention - Drinking Water,12/22/17
201,Phone,Public Works,Backflow Prevention - Drinking Water,12/28/17
202,Phone,Public Works,Backflow Prevention - Drinking Water,11/21/17
203,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
204,Phone,Public Works,Backflow Prevention - Drinking Water,12/21/17
205,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
206,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
207,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
208,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
209,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
210,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
211,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
212,Phone,Public Works,Backflow Prevention - Drinking Water,9/26/17
213,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
214,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
215,Phone,Public Works,Backflow Prevention - Drinking Water,10/30/17
216,Phone,Public Works,Backflow Prevention - Drinking Water,12/22/17
217,Phone,Public Works,Backflow Prevention - Drinking Water,9/25/17
218,Phone,Public Works,Backflow Prevention - Drinking Water,12/28/17
219,Phone,Public Works,Backflow Prevention - Drinking Water,9/26/17
220,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
221,Phone,Public Works,Backflow Prevention - Drinking Water,12/21/17
222,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
223,Phone,Public Works,Backflow Prevention - Drinking Water,11/8/17
224,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
225,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
226,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
227,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
228,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
229,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
230,Phone,Public Works,Backflow Prevention - Drinking Water,12/26/17
231,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
232,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
233,Phone,Public Works,Backflow Prevention - Drinking Water,10/30/17
234,Phone,Public Works,Backflow Prevention - Drinking Water,9/25/17
235,Phone,Public Works,Backflow Prevention - Drinking Water,12/28/17
236,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
237,Phone,Public Works,Backflow Prevention - Drinking Water,12/21/17
238,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
239,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
240,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
241,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
242,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
243,Phone,Public Works,Backflow Prevention - Drinking Water,11/13/17
244,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
245,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
246,Phone,Public Works,Backflow Prevention - Drinking Water,12/26/17
247,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
248,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
249,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
250,Phone,Public Works,Backflow Prevention - Drinking Water,10/30/17
251,Phone,Public Works,Backflow Prevention - Drinking Water,12/28/17
252,Phone,Public Works,Backflow Prevention - Drinking Water,12/29/17
253,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
254,Phone,Public Works,Backflow Prevention - Drinking Water,12/21/17
255,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
256,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
257,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
258,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
259,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
260,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
261,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
262,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
263,Phone,Public Works,Backflow Prevention - Drinking Water,12/26/17
264,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
265,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
266,Phone,Public Works,Backflow Prevention - Drinking Water,12/26/17
267,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
268,Phone,Public Works,Backflow Prevention - Drinking Water,12/14/17
269,Phone,Public Works,Backflow Prevention - Drinking Water,12/11/17
270,Phone,Public Works,Backflow Prevention - Drinking Water,12/29/17
271,Phone,Public Works,Backflow Prevention - Drinking Water,12/21/17
272,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
273,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
274,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
275,Phone,Public Works,Backflow Prevention - Drinking Water,12/18/17
276,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
277,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
278,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
279,Phone,Public Works,Backflow Prevention - Drinking Water,12/15/17
280,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
281,Phone,Public Works,Backflow Prevention - Drinking Water,12/20/17
282,iPhone,Police,Bear Resistant Container Required,7/17/17
283,iPhone,Police,Bear Resistant Container Required,9/9/17
284,iPhone,Police,Bear Resistant Container Required,8/24/17
285,iPhone,Police,Bear Resistant Container Required,8/24/17
286,iPhone,Police,Bear Resistant Container Required,9/7/17
287,iPhone,Police,Bear Resistant Container Required,6/29/17
288,iPhone,Police,Bear Resistant Container Required,9/16/17
289,iPhone,Police,Bear Resistant Container Required,8/4/17
290,Web,Police,Bear Resistant Container Required,10/3/17
291,iPhone,Police,Bear Resistant Container Required,9/2/17
292,Web,Police,Bear Resistant Container Required,7/24/17
293,iPhone,Police,Bear Resistant Container Required,5/26/17
294,iPhone,Police,Bear Resistant Container Required,8/24/17
295,iPhone,Police,Bear Resistant Container Required,8/24/17
296,iPhone,Police,Bear Resistant Container Required,8/24/17
297,iPhone,Police,Bear Resistant Container Required,9/7/17
298,iPhone,Police,Bear Resistant Container Required,6/10/17
299,iPhone,Police,Bear Resistant Container Required,6/29/17
300,iPhone,Police,Bear Resistant Container Required,7/17/17
301,iPhone,Police,Bear Resistant Container Required,4/13/17
302,iPhone,Police,Bear Resistant Container Required,4/7/17
303,iPhone,Police,Bear Resistant Container Required,9/16/17
304,iPhone,Police,Bear Resistant Container Required,8/28/17
305,Web,Police,Bear Resistant Container Required,10/3/17
306,Web,Police,Bear Resistant Container Required,7/25/17
307,iPhone,Police,Bear Resistant Container Required,8/8/17
308,Web,Police,Bear Resistant Container Required,9/10/17
309,iPhone,Police,Bear Resistant Container Required,8/24/17
310,iPhone,Police,Bear Resistant Container Required,8/24/17
311,iPhone,Police,Bear Resistant Container Required,8/19/17
312,iPhone,Police,Bear Resistant Container Required,8/24/17
313,iPhone,Police,Bear Resistant Container Required,9/7/17
314,Web,Police,Bear Resistant Container Required,8/25/17
315,iPhone,Police,Bear Resistant Container Required,6/29/17
316,iPhone,Police,Bear Resistant Container Required,5/1/17
317,iPhone,Police,Bear Resistant Container Required,6/30/17
318,Web,Police,Bear Resistant Container Required,7/18/17
319,iPhone,Police,Bear Resistant Container Required,8/29/17
320,iPhone,Police,Bear Resistant Container Required,8/2/17
321,iPhone,Police,Bear Resistant Container Required,8/14/17
322,iPhone,Police,Bear Resistant Container Required,7/13/17
323,Web,Police,Bear Resistant Container Required,9/8/17
324,Web,Police,Bear Resistant Container Required,9/22/17
325,iPhone,Police,Bear Resistant Container Required,8/8/17
326,iPhone,Police,Bear Resistant Container Required,7/10/17
327,Web,Police,Bear Resistant Container Required,9/6/17
328,iPhone,Police,Bear Resistant Container Required,8/24/17
329,Web,Police,Bear Resistant Container Required,7/11/17
330,iPhone,Police,Bear Resistant Container Required,8/24/17
331,iPhone,Police,Bear Resistant Container Required,8/24/17
332,iPhone,Police,Bear Resistant Container Required,9/7/17
333,Web,Police,Bear Resistant Container Required,7/16/17
334,iPhone,Police,Bear Resistant Container Required,9/7/17
335,iPhone,Police,Bear Resistant Container Required,5/31/17
336,iPhone,Police,Bear Resistant Container Required,6/30/17
337,iPhone,Police,Bear Resistant Container Required,10/18/17
338,Web,Police,Bear Resistant Container Required,7/18/17
339,iPhone,Police,Bear Resistant Container Required,9/20/17
340,Web,Police,Bear Resistant Container Required,9/8/17
341,Web,Police,Bear Resistant Container Required,9/22/17
342,iPhone,Police,Bear Resistant Container Required,5/31/17
343,iPhone,Police,Bear Resistant Container Required,8/24/17
344,iPhone,Police,Bear Resistant Container Required,8/24/17
345,iPhone,Police,Bear Resistant Container Required,9/7/17
346,iPhone,Police,Bear Resistant Container Required,9/7/17
347,iPhone,Police,Bear Resistant Container Required,6/11/17
348,iPhone,Police,Bear Resistant Container Required,10/21/17
349,Web,Police,Bear Resistant Container Required,7/9/17
350,iPhone,Police,Bear Resistant Container Required,6/30/17
351,Web,Police,Bear Resistant Container Required,9/8/17
352,iPhone,Police,Bear Resistant Container Required,8/24/17
353,iPhone,Police,Bear Resistant Container Required,8/24/17
354,iPhone,Police,Bear Resistant Container Required,9/7/17
355,iPhone,Police,Bear Resistant Container Required,9/7/17
356,iPhone,Police,Bear Resistant Container Required,4/23/17
357,iPhone,Police,Bear Resistant Container Required,6/29/17
358,iPhone,Police,Bear Resistant Container Required,6/14/17
359,iPhone,Police,Bear Resistant Container Required,7/20/17
360,iPhone,Police,Bear Resistant Container Required,4/30/17
361,Phone,Police,Bear Resistant Container Required,6/20/17
362,Web,Police,Bear Resistant Container Required,9/8/17
363,Web,Police,Bear Resistant Container Required,9/6/17
364,Web,Police,Bear Resistant Container Required,5/11/17
365,iPhone,Police,Bear Resistant Container Required,8/24/17
366,iPhone,Police,Bear Resistant Container Required,8/24/17
367,iPhone,Police,Bear Resistant Container Required,9/7/17
368,iPhone,Police,Bear Resistant Container Required,6/29/17
369,iPhone,Police,Bear Resistant Container Required,8/25/17
370,Web,Police,Bear Resistant Container Required,5/19/17
371,iPhone,Police,Bear Resistant Container Required,9/30/17
372,iPhone,Police,Bear Resistant Container Required,6/30/17
373,iPhone,Police,Bear Resistant Container Required,4/27/17
374,Web,Police,Bear Resistant Container Required,9/14/17
375,Web,Police,Bear Resistant Container Required,7/22/17
376,iPhone,Police,Bear Resistant Container Required,9/2/17
377,iPhone,Police,Bear Resistant Container Required,9/29/17
378,Web,Police,Bear Resistant Container Required,7/12/17
379,iPhone,Police,Bear Resistant Container Required,7/10/17
380,iPhone,Police,Bear Resistant Container Required,8/24/17
381,iPhone,Police,Bear Resistant Container Required,8/24/17
382,iPhone,Police,Bear Resistant Container Required,9/6/17
383,iPhone,Police,Bear Resistant Container Required,9/7/17
384,iPhone,Police,Bear Resistant Container Required,6/29/17
385,iPhone,Police,Bear Resistant Container Required,6/14/17
386,iPhone,Police,Bear Resistant Container Required,9/16/17
387,iPhone,Police,Bear Resistant Container Required,6/30/17
388,iPhone,Police,Bear Resistant Container Required,9/2/17
389,iPhone,Police,Bear Resistant Container Required,6/18/17
390,Web,Public Works,Bicycling,6/30/17
391,Web,Public Works,Bicycling,11/27/17
392,Web,Public Works,Bicycling,12/16/17
393,Web,Public Works,Bicycling,3/20/17
394,iPhone,Public Works,Bicycling,2/28/17
395,Web,Public Works,Bicycling,7/31/17
396,Web,Public Works,Bicycling,8/10/17
397,Web,Public Works,Bicycling,12/11/17
398,iPhone,Public Works,Bicycling,6/30/17
399,Web,Public Works,Bicycling,9/9/17
400,Web,Public Works,Bicycling,7/14/17
401,iPhone,Public Works,Bicycling,9/26/17
402,Web,Public Works,Bicycling,10/17/17
403,Web,Public Works,Bicycling,6/30/17
404,Android,Public Works,Bicycling,11/13/17
405,Web,Public Works,Bicycling,6/14/17
406,Web,Public Works,Bicycling,7/31/17
407,Web,Public Works,Bicycling,7/14/17
408,Web,Public Works,Bicycling,7/29/17
409,Web,Public Works,Bicycling,7/7/17
410,iPhone,Public Works,Bicycling,8/14/17
411,Phone,Public Works,Bicycling,8/3/17
412,iPhone,Public Works,Bicycling,10/21/17
413,Web,Public Works,Bicycling,10/22/17
414,Web,Public Works,Bicycling,7/31/17
415,Web,Public Works,Bicycling,5/22/17
416,iPhone,Public Works,Bicycling,11/23/17
417,Web,Public Works,Bicycling,9/8/17
418,Web,Public Works,Bicycling,8/11/17
419,Web,Public Works,Bicycling,10/26/17
420,Android,Public Works,Bicycling,10/17/17
421,Web,Public Works,Bicycling,10/22/17
422,Web,Public Works,Bicycling,4/6/17
423,Web,Public Works,Bicycling,8/29/17
424,Web,Public Works,Bicycling,4/28/17
425,Web,Public Works,Bicycling,9/8/17
426,iPhone,Public Works,Bicycling,7/28/17
427,Web,Public Works,Bicycling,8/11/17
428,Web,Public Works,Bicycling,9/15/17
429,Web,Public Works,Bicycling,4/7/17
430,Web,Public Works,Bicycling,7/5/17
431,Web,Public Works,Bicycling,5/8/17
432,Web,Public Works,Bicycling,7/3/17
433,iPhone,Public Works,Bicycling,10/27/17
434,Web,Public Works,Bicycling,9/6/17
435,Web,Public Works,Bicycling,11/17/17
436,Web,Public Works,Bicycling,7/13/17
437,Web,Public Works,Bicycling,8/19/17
438,Web,Public Works,Bicycling,10/10/17
439,Web,Public Works,Bicycling,11/16/17
440,iPhone,Public Works,Bicycling,8/25/17
441,Web,Public Works,Bicycling,7/20/17
442,Web,Public Works,Bicycling,10/4/17
443,Web,Public Works,Boulder Civic Area,3/21/17
444,iPhone,Public Works,Boulder Civic Area,9/27/17
445,Phone,Public Works,Boulder Civic Area,5/18/17
446,Phone,Public Works,Boulder Civic Area,9/5/17
447,iPhone,Public Works,Boulder Civic Area,1/25/17
448,Web,Public Works,Boulder Measures,2/23/17
449,Web,Public Works,Boulder Measures,4/6/17
450,Web,Public Works,Boulder Measures,6/30/17
451,Web,Public Works,Boulder Measures,4/19/17
452,Web,Public Works,Boulder Measures,6/30/17
453,Web,Communication,Boulder Planning,8/18/17
454,Android,Communication,Boulder Planning,8/27/17
455,Web,Communication,Boulder Planning,2/27/17
456,Web,Communication,Boulder Planning,5/12/17
457,Phone,Communication,Boulder Planning,7/5/17
458,Web,Communication,Boulder Planning,9/26/17
459,Web,Communication,Boulder Planning,11/3/17
460,Web,Communication,Boulder Planning,3/29/17
461,Web,Communication,Boulder Planning,5/31/17
462,Web,Communication,Boulder Planning,2/13/17
463,Web,Communication,Boulder Planning,2/24/17
464,Web,Communication,Boulder Planning,6/19/17
465,Web,Communication,Boulder Planning,10/5/17
466,Web,Communication,Boulder Planning,10/3/17
467,Web,Communication,Boulder Planning,5/12/17
468,Phone,Communication,Boulder Planning,2/6/17
469,Web,Parks and Recreation,Boulder Reservoir,7/7/17
470,Web,Parks and Recreation,Boulder Reservoir,6/8/17
471,Web,Parks and Recreation,Boulder Reservoir,6/27/17
472,Web,Parks and Recreation,Boulder Reservoir,2/28/17
473,Web,Parks and Recreation,Boulder Reservoir,7/5/17
474,Web,Parks and Recreation,Boulder Reservoir,4/4/17
475,Web,Parks and Recreation,Boulder Reservoir,7/30/17
476,Web,Parks and Recreation,Boulder Reservoir,8/5/17
477,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/23/17
478,Phone,Community Vitality,Broken Parking Meter or Pay Station,6/12/17
479,Web,Community Vitality,Broken Parking Meter or Pay Station,7/17/17
480,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/13/17
481,Phone,Community Vitality,Broken Parking Meter or Pay Station,9/8/17
482,Phone,Community Vitality,Broken Parking Meter or Pay Station,9/8/17
483,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/31/17
484,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/24/17
485,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/13/17
486,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/18/17
487,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/11/17
488,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/1/17
489,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/11/17
490,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/26/17
491,Phone,Community Vitality,Broken Parking Meter or Pay Station,6/27/17
492,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/14/17
493,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/11/17
494,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/25/17
495,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/14/17
496,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/23/17
